UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD
rehan       2562    2437    2992  0    9 15:44 ?        00:00:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6629669984629178254,15979769613435465841,524288 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708990060038890
rehan       2597    2437    2597  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2599  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2600  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2601  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2602  0   28 15:43 ?        00:00:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2603  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2615  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2616  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2617  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2636  1   28 15:43 ?        00:00:21 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2643  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2644  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2645  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2646  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2647  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2648  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2649  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2650  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2686  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2687  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2688  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2689  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2690  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2691  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2692  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2693  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2694  0   28 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2597    2437    2987  0   28 15:44 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22432519 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442369064688368894,12373216721674695870,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708992871164437
rehan       2604    2437    2604  0   21 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22442923 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1665123348831916610,14300765296971175506,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708994745248135
rehan       2604    2437    2610  0   21 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22442923 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1665123348831916610,14300765296971175506,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708994745248135
rehan       2604    2437    2611  0   21 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22442923 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1665123348831916610,14300765296971175506,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708994745248135
rehan       2604    2437    2612  0   21 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22442923 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1665123348831916610,14300765296971175506,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708994745248135
rehan       2604    2437    2613  0   21 15:43 ?        00:00:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22442923 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1665123348831916610,14300765296971175506,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708994745248135
rehan       2604    2437    2614  0   21 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22442923 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1665123348831916610,14300765296971175506,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708994745248135
rehan       2604    2437    2621  0   21 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22442923 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1665123348831916610,14300765296971175506,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708994745248135
rehan       2604    2437    2622  0   21 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22442923 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1665123348831916610,14300765296971175506,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708994745248135
rehan       2604    2437    2623  0   21 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22442923 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1665123348831916610,14300765296971175506,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708994745248135
rehan       2604    2437    2654  0   21 15:43 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=2426 --enable-crash-reporter=174b3023-ae11-4d59-b1dd-fa36ba34a848, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1771150409468244 --launch-time-ticks=22442923 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1665123348831916610,14300765296971175506,2097152 --field-trial-handle=3,i,17297559258709969693,13945380209959783562,262144 --disable-features=EyeDropper --variations-seed-version=20260214-030037.053000-production --trace-process-track-uuid=3190708994745248135
